model,metric,method,split_id,rule_rank,rule,n_test,test_support,test_support_ratio,test_mean_when_rule_fires,test_mean_when_rule_not_firing,test_delta,pvalue,cohen_d,train_direction,observed_direction,direction_consistent
llama3.1,subjectivity_score_nn,rulefit,4,4,conceptually dense <= 0.7000000178813934 & unambiguous > 0.5000000149011612 & negative > 0.5000000149011612,2106,475,0.22554605887939222,0.3189428628118415,0.3484687354577823,-0.02952587264594081,0.14281965537465552,-0.07655260253080341,negative,negative,True
llama3.1,subjectivity_score_nn,rulefit,4,5,technically complicated > 0.5000000149011612 & conceptually dense > 0.5000000149011612 & socially controversial <= 0.7000000178813934,2106,677,0.3214624881291548,0.2523201419648603,0.38420548023586926,-0.13188533827100896,7.129413403299432e-14,-0.3462110684723518,negative,negative,True
llama3.1,gunning_fog,ruleshap,0,1,NOT(conceptually dense > 0.5 & socially controversial <= 0.70 & unambiguous > 0.5 & negative > 0.70 & negative <= 0.89),2106,2075,0.9852801519468186,13.7224,12.058387096774192,1.6640129032258084,6.0723212229463785e-06,0.8808271906570789,positive,positive,True
llama3.1,gunning_fog,ruleshap,0,2,NOT(socially controversial <= 0.5 & unambiguous > 0.5),2106,1804,0.8566001899335233,13.883930155210642,12.586688741721856,1.297241413488786,2.362595450627059e-25,0.7033038556271282,positive,positive,True
llama3.1,gunning_fog,ruleshap,0,3,NOT(common > 0.70 & interdisciplinary <= 0.70),2106,2076,0.9857549857549858,13.711753371868978,12.739666666666666,0.9720867052023117,0.33465685372006737,0.5126341642783956,positive,positive,True
llama3.1,gunning_fog,ruleshap,0,4,NOT(common > 0.5 & socially controversial <= 0.5),2106,1823,0.8656220322886989,13.8809873834339,12.518551236749117,1.362436146684784,1.699793455983164e-26,0.7396516059613737,positive,positive,True
llama3.1,gunning_fog,ruleshap,0,5,NOT(conceptually dense <= 0.70 & common > 0.70 & positive > 0.30 & negative > 0.5),2106,1841,0.8741690408357075,13.761113525258011,13.258792452830189,0.5023210724278222,0.001981698594437083,0.2654369328978875,positive,positive,True
llama3.1,gunning_fog,rulefit,0,1,socially controversial <= 0.7000000178813934 & common > 0.7000000178813934 & technically complicated <= 0.7000000178813934,2106,278,0.13200379867046533,12.426151079136691,13.891312910284464,-1.465161831147773,8.743274648517734e-31,-0.7989693674557017,negative,negative,True
llama3.1,gunning_fog,rulefit,0,2,positive <= 0.7000000178813934 & unambiguous <= 0.7000000178813934 & conceptually dense > 0.5000000149011612,2106,641,0.3043684710351377,13.750015600624025,13.675105802047781,0.07490979857624325,0.40411689785039284,0.039437751055701076,positive,positive,True
llama3.1,gunning_fog,rulefit,0,3,socially controversial <= 0.7000000178813934 & unambiguous > 0.5000000149011612,2106,842,0.3998100664767331,13.08560570071259,14.1057832278481,-1.0201775271355107,2.7551476198430694e-35,-0.5566273623601307,negative,negative,True
llama3.1,gunning_fog,rulefit,0,4,conceptually dense > 0.5000000149011612 & interdisciplinary > 0.7000000178813934,2106,1995,0.9472934472934473,13.73441604010025,13.041711711711713,0.6927043283885368,0.026646661223897368,0.36584531302918033,positive,positive,True
llama3.1,gunning_fog,rulefit,0,5,conceptually dense > 0.7000000178813934 & socially controversial > 0.7000000178813934,2106,1025,0.48670465337132,14.136741463414634,13.281803885291398,0.854937578123236,9.143435539487138e-26,0.4618719010082395,positive,positive,True
llama3.1,gunning_fog,ruleshap,1,1,NOT(socially controversial <= 0.5 & neutral > 0.5),2106,1848,0.8774928774928775,13.913414502164501,12.371240310077518,1.5421741920869838,2.2892125321791016e-35,0.821059469979719,positive,positive,True
llama3.1,gunning_fog,ruleshap,1,2,NOT(socially controversial <= 0.70),2106,1285,0.6101614434947769,14.10574319066148,13.127758830694274,0.9779843599672056,6.874797864324618e-29,0.5186150502601761,positive,positive,True
llama3.1,gunning_fog,ruleshap,1,3,NOT(common > 0.70 & positive > 0.5 & interdisciplinary <= 0.70),2106,2081,0.9881291547958214,13.735209034118213,12.832,0.9032090341182126,0.446224545965753,0.46491487954619687,positive,positive,True
llama3.1,gunning_fog,ruleshap,1,4,NOT(conceptually dense <= 0.70 & technically complicated <= 0.70 & neutral > 0.70),2106,1829,0.8684710351377019,13.845358119190816,12.92638989169675,0.9189682274940658,1.4239336636673318e-08,0.4785734022917908,positive,positive,True
llama3.1,gunning_fog,ruleshap,1,5,common <= 0.5 & socially controversial <= 0.70 & negative > 0.70 & neutral <= 0.5,2106,16,0.007597340930674264,14.106875,13.72155980861244,0.3853151913875603,0.33213066867771646,0.19811403368593017,positive,positive,True
llama3.1,gunning_fog,rulefit,1,1,conceptually dense <= 0.9000000059604645 & common > 0.5000000149011612 & socially controversial <= 0.7000000178813934,2106,761,0.3613485280151947,13.066819973718792,14.096594795539032,-1.02977482182024,2.329680540941327e-30,-0.5474069950583595,negative,negative,True
llama3.1,gunning_fog,rulefit,1,2,conceptually dense > 0.5000000149011612 & socially controversial > 0.30000000447034836 & positive > 0.7000000178813934 & interdisciplinary > 0.7000000178813934,2106,1305,0.6196581196581197,13.744536398467432,13.691822721598003,0.05271367686942874,0.5582788782998165,0.02710164989013343,positive,positive,True
llama3.1,gunning_fog,rulefit,1,3,socially controversial <= 0.7000000178813934 & common > 0.7000000178813934 & technically complicated <= 0.7000000178813934,2106,260,0.12345679012345678,12.538730769230769,13.891495124593714,-1.352764355362945,2.7801833897231844e-16,-0.7143996024997634,negative,negative,True
llama3.1,gunning_fog,rulefit,1,4,socially controversial <= 0.5000000149011612 & unambiguous > 0.5000000149011612,2106,313,0.1486229819563153,12.492044728434506,13.939631901840492,-1.4475871734059869,1.9016098911381314e-35,-0.7717404471441438,negative,negative,True
llama3.1,gunning_fog,rulefit,1,5,technically complicated > 0.5000000149011612 & conceptually dense > 0.7000000178813934,2106,1332,0.6324786324786325,13.890247747747749,13.43922480620155,0.45102294154619926,2.551336772230863e-06,0.2333279499668756,positive,positive,True
llama3.1,gunning_fog,ruleshap,2,1,NOT(socially controversial <= 0.70 & unambiguous > 0.5),2106,1251,0.594017094017094,14.093269384492407,13.09808187134503,0.9951875131473766,4.909183218269371e-37,0.5828284019475646,positive,positive,True
llama3.1,gunning_fog,ruleshap,2,2,NOT(technically complicated <= 0.70 & common > 0.70 & common <= 0.89 & socially controversial <= 0.70),2106,1823,0.8656220322886989,13.873411958310477,12.50286219081272,1.3705497674977565,5.056879159870596e-29,0.7998691843678731,positive,positive,True
llama3.1,gunning_fog,ruleshap,2,3,technically complicated <= 0.70 & common > 0.70 & negative > 0.5 & negative <= 0.89 & neutral <= 0.70,2106,225,0.10683760683760683,13.813777777777778,13.674343434343434,0.1394343434343437,0.2085163147091751,0.0785272287987292,positive,positive,True
llama3.1,gunning_fog,ruleshap,2,4,NOT(common > 0.70 & socially controversial <= 0.5 & neutral > 0.5),2106,1926,0.9145299145299145,13.819636552440292,12.294,1.5256365524402913,9.473139358285779e-24,0.8848815879225473,positive,positive,True
llama3.1,gunning_fog,ruleshap,2,5,NOT(technically complicated > 0.70 & common > 0.70 & negative > 0.5 & negative <= 0.89 & neutral <= 0.70),2106,1873,0.889363722697056,13.682760277629471,13.741330472103002,-0.05857019447353018,0.6339494391227072,-0.03297786831054336,positive,negative,False
llama3.1,gunning_fog,rulefit,2,1,subject to geographical variability <= 0.9000000059604645 & common > 0.7000000178813934,2106,1378,0.654320987654321,13.504426705370102,14.039065934065935,-0.5346392286958324,3.1591439967506215e-11,-0.30414752628261327,negative,negative,True
llama3.1,gunning_fog,rulefit,2,2,unambiguous <= 0.7000000178813934 & positive <= 0.7000000178813934,2106,665,0.3157644824311491,13.795112781954888,13.640381679389314,0.15473110256557376,0.05944996642266728,0.08718805061646531,positive,positive,True
llama3.1,gunning_fog,rulefit,2,3,socially controversial <= 0.7000000178813934 & positive > 0.30000000447034836 & technically complicated <= 0.9000000059604645,2106,859,0.40788224121557454,13.09474970896391,14.098757016840418,-1.004007307876508,8.285065245094863e-38,-0.5884593961096789,negative,negative,True
llama3.1,gunning_fog,rulefit,2,4,socially controversial <= 0.7000000178813934 & technically complicated <= 0.7000000178813934 & common > 0.7000000178813934,2106,288,0.13675213675213677,12.495138888888889,13.878404840484048,-1.3832659515951597,3.5960563771841696e-30,-0.8083086192246112,negative,negative,True
llama3.1,gunning_fog,rulefit,2,5,subject to time variability <= 0.9000000059604645 & common > 0.5000000149011612 & negative <= 0.9000000059604645 & neutral > 0.7000000178813934,2106,1031,0.4895536562203229,13.431115421920465,13.9368,-0.5056845780795349,5.348836861077092e-11,-0.28764070269770964,negative,negative,True
llama3.1,gunning_fog,ruleshap,3,1,NOT(socially controversial <= 0.70 & positive > 0.30 & positive <= 0.5),2106,2059,0.9776828110161444,13.738450704225352,12.149787234042554,1.588663470182798,1.7637788043953075e-06,0.8786781249983775,positive,positive,True
llama3.1,gunning_fog,ruleshap,3,2,NOT(technically complicated <= 0.70 & common > 0.70 & socially controversial <= 0.70 & positive > 0.5 & negative <= 0.70),2106,1854,0.8803418803418803,13.866623516720605,12.499166666666666,1.367456850053939,8.473745181998628e-16,0.7733186726040259,positive,positive,True
llama3.1,gunning_fog,ruleshap,3,3,NOT(technically complicated > 0.70 & common > 0.70 & socially controversial <= 0.70 & positive > 0.5 & negative > 0.5),2106,1925,0.9140550807217473,13.73267012987013,13.387403314917124,0.34526681495300515,0.0019510222350614084,0.18964218429245708,positive,positive,True
llama3.1,gunning_fog,ruleshap,3,4,common <= 0.70,2106,741,0.35185185185185186,14.129649122807017,13.471384615384617,0.6582645074224001,3.126463155238043e-16,0.36654470688499036,positive,positive,True
llama3.1,gunning_fog,ruleshap,3,5,technically complicated > 0.5 & common <= 0.70 & socially controversial > 0.5 & interdisciplinary > 0.70 & subject to time variability <= 0.89,2106,546,0.25925925925925924,14.32040293040293,13.486903846153846,0.8334990842490839,6.710683744701e-22,0.4666336096107909,positive,positive,True
llama3.1,gunning_fog,rulefit,3,1,socially controversial <= 0.7000000178813934 & common > 0.7000000178813934 & technically complicated <= 0.7000000178813934,2106,268,0.12725546058879392,12.446194029850746,13.886251360174102,-1.4400573303233557,1.1066586308515368e-18,-0.8187557104705513,negative,negative,True
llama3.1,gunning_fog,rulefit,3,2,positive <= 0.7000000178813934 & unambiguous <= 0.7000000178813934,2106,654,0.31054131054131057,13.705626911314985,13.70181129476584,0.0038156165491454175,0.963362534117316,0.0020928197172349543,positive,positive,True
llama3.1,gunning_fog,rulefit,3,3,unambiguous > 0.30000000447034836 & socially controversial > 0.30000000447034836 & common <= 0.7000000178813934,2106,738,0.3504273504273504,14.137208672086722,13.46875,0.6684586720867216,1.1371146541098185e-16,0.37238849807670993,positive,positive,True
llama3.1,gunning_fog,rulefit,3,4,socially controversial <= 0.5000000149011612 & neutral > 0.5000000074505806,2106,228,0.10826210826210826,12.534473684210527,13.844861554845581,-1.3103878706350542,1.93073603604394e-24,-0.7373713852557747,negative,negative,True
llama3.1,gunning_fog,rulefit,3,5,socially controversial <= 0.7000000178813934 & unambiguous > 0.5000000149011612,2106,833,0.39553656220322886,13.18917166866747,14.039222309505107,-0.8500506408376367,6.78724480169242e-24,-0.4788645803035834,negative,negative,True
llama3.1,gunning_fog,ruleshap,4,1,NOT(socially controversial <= 0.70 & positive > 0.30),2106,1247,0.5921177587844254,14.143191659983959,13.001071012805587,1.1421206471783716,8.804732628688275e-44,0.6402010145908058,positive,positive,True
llama3.1,gunning_fog,ruleshap,4,2,NOT(common > 0.5 & socially controversial > 0.5 & socially controversial <= 0.70 & negative > 0.70),2106,2048,0.9724596391263058,13.685146484375,13.401724137931035,0.2834223464439649,0.18087738890786412,0.15158541922920982,positive,positive,True
llama3.1,gunning_fog,ruleshap,4,3,common > 0.5 & common <= 0.70 & socially controversial > 0.5 & neutral <= 0.70 & interdisciplinary > 0.70,2106,275,0.1305792972459639,14.281163636363635,13.586652102676133,0.6945115336875016,6.31912733179349e-10,0.37428171707938723,positive,positive,True
llama3.1,gunning_fog,ruleshap,4,4,NOT(technically complicated <= 0.5 & common > 0.70 & socially controversial <= 0.70 & neutral > 0.70),2106,1976,0.9382716049382716,13.786963562753035,12.011076923076924,1.775886639676111,1.5471393459814197e-20,0.9753535985113416,positive,positive,True
llama3.1,gunning_fog,ruleshap,4,5,common <= 0.70 & socially controversial > 0.5 & socially controversial <= 0.70 & unambiguous > 0.5 & negative <= 0.70,2106,161,0.07644824311490978,13.963229813664595,13.653676092544988,0.30955372111960777,0.019288135019750956,0.1656709808087254,positive,positive,True
llama3.1,gunning_fog,rulefit,4,1,socially controversial <= 0.7000000178813934 & technically complicated <= 0.9000000059604645 & negative <= 0.9000000059604645,2106,788,0.3741690408357075,12.939187817258883,14.118664643399088,-1.1794768261402044,2.2612417565396324e-44,-0.6622582453537844,negative,negative,True
llama3.1,gunning_fog,rulefit,4,2,socially controversial <= 0.5000000149011612 & unambiguous > 0.5000000149011612,2106,329,0.15622032288698956,12.468814589665653,13.90109172763084,-1.4322771379651869,1.4127869733612144e-33,-0.7972684399392076,negative,negative,True
llama3.1,gunning_fog,rulefit,4,3,negative > 0.7000000178813934 & socially controversial > 0.7000000178813934 & subject to geographical variability <= 0.9000000059604645 & neutral <= 0.7000000178813934,2106,622,0.29534662867996203,14.168569131832799,13.471448787061995,0.6971203447708039,4.3464501135439853e-16,0.3782462156763374,positive,positive,True
llama3.1,gunning_fog,rulefit,4,4,conceptually dense > 0.5000000149011612 & positive > 0.7000000178813934,2106,1358,0.6448243114909782,13.676811487481592,13.678302139037433,-0.0014906515558408273,0.9860801797608041,-0.0007970137088960765,positive,negative,False
llama3.1,gunning_fog,rulefit,4,5,socially controversial <= 0.7000000178813934 & negative > 0.7000000178813934 & common <= 0.9000000059604645 & common > 0.5000000149011612,2106,76,0.03608736942070275,13.162368421052632,13.696620689655171,-0.5342522686025397,0.008590264238722844,-0.2860578033732171,negative,negative,True
llama3.1,sentiment_score_nn,ruleshap,0,1,conceptually dense <= 0.5 & technically complicated <= 0.30 & common > 0.5 & positive > 0.5 & negative <= 0.5,2106,2,0.000949667616334283,0.25539910793304443,0.0022871438484681423,0.2531119640845763,0.5028575646990113,2.8880180396192032,positive,positive,True
llama3.1,sentiment_score_nn,ruleshap,0,2,NOT(technically complicated <= 0.5 & common > 0.70 & socially controversial <= 0.5 & positive <= 0.70 & neutral > 0.70),2106,2105,0.9995251661918328,0.0027960431547459402,-0.5627219676971436,0.5655180108518895,,,positive,positive,True
llama3.1,sentiment_score_nn,ruleshap,0,3,NOT(technically complicated <= 0.89 & common > 0.5 & positive <= 0.5 & subject to geographical variability <= 0.89 & subject to time variability > 0.89),2106,2101,0.9976258309591642,0.0025335311152037414,0.0,0.0025335311152037414,0.18745943329937348,0.028793912716687853,positive,positive,True
llama3.1,sentiment_score_nn,ruleshap,0,4,NOT(common > 0.70 & socially controversial > 0.89 & positive <= 0.5 & negative > 0.89 & neutral <= 0.30),2106,2100,0.9971509971509972,0.0030963057705334254,-0.1965488741795222,0.19964517995005562,0.1754304571573,2.2857846578658716,positive,positive,True
llama3.1,sentiment_score_nn,ruleshap,0,5,NOT(conceptually dense > 0.5 & conceptually dense <= 0.70 & common > 0.5 & positive <= 0.5 & negative <= 0.89),2106,2060,0.9781576448243114,0.004138072775405587,-0.0695974140063576,0.0737354867817632,0.02435871218636602,0.8443771950815574,positive,positive,True
llama3.1,sentiment_score_nn,rulefit,0,1,technically complicated <= 0.30000000447034836 & interdisciplinary <= 0.7000000178813934 & negative <= 0.5000000149011612 & conceptually dense <= 0.5000000149011612,2106,2,0.000949667616334283,0.25539910793304443,0.0022871438484681423,0.2531119640845763,0.5028575646990113,2.8880180396192032,positive,positive,True
llama3.1,sentiment_score_nn,rulefit,0,2,socially controversial <= 0.5000000149011612 & positive <= 0.7000000178813934 & common > 0.7000000178813934 & technically complicated <= 0.5000000149011612,2106,1,0.0004748338081671415,-0.5627219676971436,0.0027960431547459402,-0.5655180108518895,,,negative,negative,True
llama3.1,sentiment_score_nn,rulefit,0,3,positive > 0.5000000149011612 & common <= 0.9000000059604645,2106,1693,0.8038936372269706,0.007675001343818931,-0.01857343438751184,0.026248435731330767,0.00015323087980123072,0.3004335566242679,positive,positive,True
llama3.1,sentiment_score_nn,rulefit,0,4,socially controversial <= 0.5000000149011612 & technically complicated <= 0.7000000178813934 & neutral > 0.5000000074505806,2106,143,0.06790123456790123,0.01973126276389702,0.0012742630146743688,0.01845699974922265,0.21455032562984838,0.21005899083115936,positive,positive,True
llama3.1,sentiment_score_nn,rulefit,0,5,socially controversial <= 0.5000000149011612 & positive <= 0.9000000059604645 & unambiguous <= 0.7000000178813934,2106,301,0.1429249762583096,0.009967867025109224,0.0012867705808782182,0.008681096444231005,0.2649652105952168,0.09872063139466271,positive,positive,True
llama3.1,sentiment_score_nn,ruleshap,1,1,conceptually dense <= 0.5 & technically complicated <= 0.30 & common > 0.5 & common <= 0.89,2106,3,0.0014245014245014246,0.35955936710039776,-0.002421939395690497,0.3619813064960883,0.19247907928465707,4.017812998199232,positive,positive,True
llama3.1,sentiment_score_nn,ruleshap,1,2,NOT(common > 0.70 & socially controversial <= 0.5 & positive <= 0.5 & negative <= 0.89),2106,2101,0.9976258309591642,-0.0016334309486024214,-0.11656440496444702,0.1149309740158446,0.3799910452418012,1.2636494949023647,positive,positive,True
llama3.1,sentiment_score_nn,ruleshap,1,3,technically complicated <= 0.70 & common <= 0.89 & socially controversial <= 0.5 & positive > 0.5 & neutral > 0.70,2106,128,0.060778727445394115,0.04073137743398547,-0.004665458422338758,0.04539683585632423,0.0011295966967878898,0.5017601156359468,positive,positive,True
llama3.1,sentiment_score_nn,ruleshap,1,4,NOT(technically complicated <= 0.70 & unambiguous > 0.70 & positive <= 0.5 & neutral <= 0.30),2106,2099,0.99667616334283,-0.0019126538579494626,0.0,-0.0019126538579494626,0.337031698243376,-0.020989676180204284,positive,negative,False
llama3.1,sentiment_score_nn,ruleshap,1,5,NOT(technically complicated <= 0.70 & socially controversial > 0.89 & positive <= 0.30 & neutral <= 0.5),2106,2093,0.9938271604938271,-0.0014961410297825754,-0.06794132865392245,0.06644518762413988,0.17529982916368972,0.7303696239590648,positive,positive,True
llama3.1,sentiment_score_nn,rulefit,1,1,common > 0.7000000178813934 & socially controversial <= 0.5000000149011612 & positive <= 0.5000000149011612 & technically complicated > 0.30000000447034836 & negative > 0.5000000149011612,2106,7,0.0033238366571699905,-0.0832602892603193,-0.0016349873382628334,-0.08162530192205646,0.36485221712270144,-0.8969585466075422,negative,negative,True
llama3.1,sentiment_score_nn,rulefit,1,2,conceptually dense <= 0.7000000178813934 & positive <= 0.5000000149011612 & subject to time variability <= 0.9000000059604645 & technically complicated > 0.30000000447034836 & negative <= 0.9000000059604645,2106,58,0.027540360873694207,-0.03542748247754985,-0.000956966046942398,-0.03447051643060745,0.078709659880089,-0.37901066098631564,negative,negative,True
llama3.1,sentiment_score_nn,rulefit,1,3,conceptually dense <= 0.7000000178813934 & technically complicated <= 0.5000000149011612 & negative <= 0.5000000149011612,2106,72,0.03418803418803419,0.07198299840092659,-0.004521846771240234,0.07650484517216682,0.001541907210670342,0.8495259787044611,positive,positive,True
llama3.1,sentiment_score_nn,rulefit,1,4,technically complicated <= 0.30000000447034836 & socially controversial <= 0.9000000059604645 & conceptually dense <= 0.5000000149011612,2106,3,0.0014245014245014246,0.35955936710039776,-0.002421939395690497,0.3619813064960883,0.19247907928465707,4.017812998199232,positive,positive,True
llama3.1,sentiment_score_nn,rulefit,1,5,neutral > 0.30000000447034836 & negative <= 0.9000000059604645 & common > 0.7000000178813934 & positive <= 0.30000000447034836,2106,21,0.009971509971509971,-0.08355932292484101,-0.001083891926337775,-0.08247543099850324,0.08700728084144625,-0.9087795810410478,negative,negative,True
llama3.1,sentiment_score_nn,ruleshap,2,1,technically complicated <= 0.70 & socially controversial <= 0.5 & positive > 0.5 & neutral > 0.5,2106,139,0.06600189933523266,0.04873270868397445,-0.003972554515931712,0.05270526319990616,0.00020259964210462102,0.5960685771041843,positive,positive,True
llama3.1,sentiment_score_nn,ruleshap,2,2,common > 0.70 & common <= 0.89 & positive > 0.70 & negative <= 0.5 & neutral > 0.40,2106,203,0.09639126305792972,0.04126254017717145,-0.004948220642002645,0.04621076081917409,2.0665670260008922e-05,0.5231134939189299,positive,positive,True
llama3.1,sentiment_score_nn,ruleshap,2,3,NOT(technically complicated > 0.30 & technically complicated <= 0.89 & common > 0.70 & positive <= 0.5 & subject to geographical variability <= 0.89),2106,1849,0.8779677113010447,0.006091726912621745,-0.04787459644826006,0.05396632336088181,6.517021520880967e-07,0.6159065092547065,positive,positive,True
llama3.1,sentiment_score_nn,ruleshap,2,4,common <= 0.89 & positive > 0.5 & subject to time variability <= 0.89,2106,1693,0.8038936372269706,0.007457055763175906,-0.033087079014096944,0.04054413477727285,1.6044716353112363e-08,0.4611348356552077,positive,positive,True
llama3.1,sentiment_score_nn,ruleshap,2,5,conceptually dense <= 0.70 & common <= 0.89 & negative <= 0.5 & neutral > 0.70,2106,154,0.0731244064577398,0.050487128751618524,-0.0045159764618414346,0.055003105213459955,5.147148745878909e-05,0.6234065265481039,positive,positive,True
llama3.1,sentiment_score_nn,rulefit,2,1,unambiguous <= 0.7000000178813934 & positive <= 0.5000000149011612 & subject to time variability <= 0.9000000059604645 & conceptually dense > 0.7000000178813934,2106,302,0.14339981006647673,-0.026041168053418596,0.003782851733019505,-0.029824019786438102,7.086113321403957e-05,-0.3359634862829777,negative,negative,True
llama3.1,sentiment_score_nn,rulefit,2,2,socially controversial <= 0.5000000149011612 & positive <= 0.5000000149011612 & technically complicated <= 0.7000000178813934 & neutral > 0.5000000074505806,2106,2,0.000949667616334283,-0.495688796043396,-2.318946467606287e-05,-0.49566560657871994,0.08535578378743842,-5.628043733527827,negative,negative,True
llama3.1,sentiment_score_nn,rulefit,2,3,positive <= 0.5000000149011612 & subject to geographical variability <= 0.9000000059604645,2106,399,0.18945868945868946,-0.03322798850243552,0.007157468767842146,-0.04038545727027766,3.827021702029267e-08,-0.4590719990642193,negative,negative,True
llama3.1,sentiment_score_nn,rulefit,2,4,positive <= 0.9000000059604645 & common > 0.7000000178813934 & unambiguous > 0.7000000178813934 & positive <= 0.30000000447034836 & unambiguous > 0.30000000447034836 & neutral <= 0.4000000134110451 & socially controversial > 0.30000000447034836,2106,1,0.0004748338081671415,0.0,-0.0004941416749478519,0.0004941416749478519,,,negative,positive,False
llama3.1,sentiment_score_nn,rulefit,2,5,technically complicated > 0.5000000149011612 & common > 0.7000000178813934 & positive <= 0.30000000447034836 & technically complicated > 0.7000000178813934 & neutral > 0.5000000149011612 & negative <= 0.9000000059604645,2106,12,0.005698005698005698,0.0,-0.0004967374526099466,0.0004967374526099466,0.7998020512089711,0.005557251062070835,negative,positive,False
llama3.1,sentiment_score_nn,ruleshap,3,1,NOT(common > 0.70 & positive <= 0.5),2106,1839,0.8732193732193733,0.0034954348227587517,-0.04818952853760023,0.05168496336035898,1.7421050070294935e-06,0.5364703436574605,positive,positive,True
llama3.1,sentiment_score_nn,ruleshap,3,2,NOT(common > 0.70 & socially controversial > 0.5 & unambiguous <= 0.70 & positive <= 0.5 & subject to time variability <= 0.89),2106,1863,0.8846153846153846,0.0014457422370112076,-0.037579906452830436,0.039025648689841645,0.00017211586694414917,0.40204184861274733,positive,positive,True
llama3.1,sentiment_score_nn,ruleshap,3,3,conceptually dense <= 0.5 & technically complicated <= 0.30 & common <= 0.89,2106,2,0.000949667616334283,0.2411300092935562,-0.003289334362677295,0.2444193436562335,0.49567890095397427,2.50489805329202,positive,positive,True
llama3.1,sentiment_score_nn,ruleshap,3,4,technically complicated <= 0.30 & common > 0.5 & common <= 0.89,2106,2,0.000949667616334283,0.2411300092935562,-0.003289334362677295,0.2444193436562335,0.49567890095397427,2.50489805329202,positive,positive,True
llama3.1,sentiment_score_nn,ruleshap,3,5,conceptually dense <= 0.70 & common <= 0.89 & socially controversial <= 0.5 & positive > 0.5 & neutral > 0.70,2106,140,0.06647673314339982,0.043819115204470495,-0.006395308041257266,0.05021442324572776,0.00020016729086532608,0.5173366106080066,positive,positive,True
llama3.1,sentiment_score_nn,rulefit,3,1,socially controversial <= 0.5000000149011612 & technically complicated <= 0.30000000447034836 & technically complicated <= 0.7000000178813934 & conceptually dense <= 0.5000000149011612,2106,2,0.000949667616334283,0.2411300092935562,-0.003289334362677295,0.2444193436562335,0.49567890095397427,2.50489805329202,positive,positive,True
llama3.1,sentiment_score_nn,rulefit,3,2,unambiguous <= 0.7000000178813934 & socially controversial <= 0.9000000059604645 & positive <= 0.30000000447034836 & technically complicated > 0.7000000178813934,2106,38,0.018043684710351376,-0.03237236800946688,-0.002518544243774746,-0.02985382376569213,0.19689704871478567,-0.30529734043560924,negative,negative,True
llama3.1,sentiment_score_nn,rulefit,3,3,socially controversial <= 0.7000000178813934 & neutral > 0.5000000074505806 & technically complicated <= 0.7000000178813934 & negative <= 0.5000000149011612 & unambiguous > 0.5000000149011612,2106,136,0.06457739791073125,0.052873401738264984,-0.006918417318218251,0.05979181905648324,5.7262012012766367e-05,0.6179639344403364,positive,positive,True
llama3.1,sentiment_score_nn,rulefit,3,4,conceptually dense <= 0.7000000178813934 & common > 0.7000000178813934 & socially controversial <= 0.5000000149011612 & socially controversial <= 0.9000000059604645 & positive <= 0.5000000149011612 & negative <= 0.9000000059604645,2106,6,0.002849002849002849,-0.3298213978608449,-0.0021236052825337366,-0.32769779257831116,0.03042495167220896,-3.4030922355652984,negative,negative,True
llama3.1,sentiment_score_nn,rulefit,3,5,socially controversial <= 0.5000000149011612 & positive > 0.9000000059604645,2106,1,0.0004748338081671415,0.0,-0.0030586695869291762,0.0030586695869291762,,,positive,positive,True
llama3.1,sentiment_score_nn,ruleshap,4,1,technically complicated <= 0.30 & common > 0.5 & interdisciplinary <= 0.70,2106,4,0.001899335232668566,0.24029947072267532,-0.0015683084244278926,0.24186777914710322,0.18086662928487943,2.454952342532442,positive,positive,True
llama3.1,sentiment_score_nn,ruleshap,4,2,NOT(technically complicated <= 0.70 & socially controversial > 0.89 & positive <= 0.30 & neutral <= 0.5 & subject to time variability <= 0.89),2106,2094,0.9943019943019943,-0.0005603565157541459,-0.0968333234389623,0.09627296692320815,0.1694951629208295,0.9742397888606479,positive,positive,True
llama3.1,sentiment_score_nn,ruleshap,4,3,NOT(technically complicated > 0.5 & common <= 0.89 & positive <= 0.30 & negative > 0.70 & neutral > 0.30),2106,2068,0.9819563152896487,-0.001038497778617667,-0.004941395238826149,0.0039028974602084822,0.8843957041315456,0.039390270060839325,positive,positive,True
llama3.1,sentiment_score_nn,ruleshap,4,4,NOT(socially controversial > 0.5 & unambiguous <= 0.70 & positive <= 0.5 & subject to time variability <= 0.89),2106,1728,0.8205128205128205,0.0039258891095717745,-0.024125192610044328,0.0280510817196161,0.0004994138488422363,0.28479099864520024,positive,positive,True
llama3.1,sentiment_score_nn,ruleshap,4,5,NOT(technically complicated <= 0.70 & common > 0.5 & unambiguous > 0.70 & neutral <= 0.70 & interdisciplinary > 0.5),2106,2100,0.9971509971509972,-0.0008535614325886681,-0.09048456947008769,0.08963100803749903,0.3674570648372251,0.905649158015364,positive,positive,True
llama3.1,sentiment_score_nn,rulefit,4,1,conceptually dense > 0.5000000149011612 & positive <= 0.5000000149011612,2106,416,0.19753086419753085,-0.03586765579306162,0.007447075967252607,-0.04331473176031423,3.9509426195679775e-07,-0.4439329728841956,negative,negative,True
llama3.1,sentiment_score_nn,rulefit,4,2,unambiguous <= 0.7000000178813934 & positive <= 0.5000000149011612 & subject to time variability <= 0.9000000059604645,2106,398,0.1889838556505223,-0.02829135265482131,0.005225159210399386,-0.0335165118652207,3.6353820886409055e-05,-0.34127172859361005,negative,negative,True
